,source_id,source_name,author,title,description,url,urlToImage,publishedAt,content
43,,VentureBeat,Carl Franzen,Tech leaders respond to the rapid rise of DeepSeek,"Marc Andreessen, Yann LeCunn, and Mark Zuckerberg have all penned what appear to be responses to the Chinese open source model's ascent.",https://venturebeat.com/ai/tech-leaders-respond-to-the-rapid-rise-of-deepseek/,https://venturebeat.com/wp-content/uploads/2025/01/tech-leaders-eg.png?w=1024?w=1200&strip=all,2025-01-24 21:10:39+00:00,"Join our daily and weekly newsletters for the latest updates and exclusive content on industry-leading AI coverage. Learn More
If you hadnt heard, theres a new AI star in town: DeepSeek, the subsidi… [+4751 chars]"
44,,Hipertextual,Quelian Sanz,DeepSeek desata el caos en medio mundo: la nueva IA china mete miedo a EE.UU.,"DeepSeek no solo ha conseguido consolidarse como el nuevo mayor competidor de ChatGPT, la startup con sede en China ha protagonizado una de las caídas bursátiles más importantes de los últimos meses, haciendo que los futuros del Nasdaq caigan más de un 3% y q…",http://hipertextual.com/2025/01/deepseek-desata-el-caos-en-medio-mundo-la-nueva-ia-china-mete-miedo-a-ee-uu,https://imgs.hipertextual.com/wp-content/uploads/2025/01/deepseek-2.jpg,2025-01-27 14:14:30+00:00,"DeepSeek no solo ha conseguido consolidarse como el nuevo mayor competidor de ChatGPT, la startup con sede en China ha protagonizado una de las caídas bursátiles más importantes de los últimos meses,… [+2563 chars]"
45,,Yahoo Entertainment,Reuters Videos,DeepSeek hit by cyberattack as users flock to Chinese AI startup,"STORY: Chinese startup DeepSeek - whose new low-cost AI model rattled tech stocks Monday - suffered a large-scale cyberattack, causing it to temporarily...",https://www.yahoo.com/news/deepseek-hit-cyberattack-users-flock-191515902.html,https://media.zenfs.com/en/video.reutersnews.com/ca29acc240514c99c4bf1e03ab86da11,2025-01-27 19:15:15+00:00,"STORY: Chinese startup DeepSeek - whose new low-cost AI model rattled tech stocks Monday - suffered a large-scale cyberattack, causing it to temporarily limit registrations.
Earlier in the day, Deep… [+1605 chars]"
46,,Yahoo Entertainment,Dina Bass and Shirin Ghaffary,Microsoft Probing If DeepSeek-Linked Group Improperly Obtained OpenAI Data,(Bloomberg) -- Microsoft Corp. and OpenAI are investigating whether data output from OpenAI’s technology was obtained in an unauthorized manner by a group...,https://www.yahoo.com/news/microsoft-probing-deepseek-linked-group-025844721.html,https://s.yimg.com/ny/api/res/1.2/y9qJWaRCN_tWABeT78AU9A--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDI-/https://media.zenfs.com/en/bloomberg_technology_68/6b92d7250fef451c25b05673fbc5b142,2025-01-29 02:58:44+00:00,(Bloomberg) -- Microsoft Corp. and OpenAI are investigating whether data output from OpenAIs technology was obtained in an unauthorized manner by a group linked to Chinese artificial intelligence sta… [+3041 chars]
47,the-next-web,The Next Web,Thomas Macaulay,DeepSeek proves AI innovation isn’t ‘dictated’ by Silicon Valley,"DeepSeek proves that Silicon Valley can’t monopolise AI innovation, according to a European AI entrepreneur. Muj Choudhury, the CEO and co-founder of British voice processing startup RocketPhone, welcomed DeepSeek’s rapid rise. He hopes the Chinese company si…",https://thenextweb.com/news/deepseek-proves-ai-innovation-isnt-dictated-by-silicon-valley,https://img-cdn.tnwcdn.com/image/tnw-blurple?filter_last=1&fit=1280%2C640&url=https%3A%2F%2Fcdn0.tnwcdn.com%2Fwp-content%2Fblogs.dir%2F1%2Ffiles%2F2025%2F01%2FUntitled-design-16.jpg&signature=0eac6dcf7cf0de395c07015774be0416,2025-01-28 15:38:43+00:00,"DeepSeek proves that Silicon Valley cant monopolise AI innovation, according to a European AI entrepreneur.
Muj Choudhury, the CEO and co-founder of British voice processing startup RocketPhone, wel… [+1735 chars]"
48,,Xataka.com,Javier Pastor,Sabíamos que las Big Tech de EEUU tenían un problema con los costes de sus IA. DeepSeek acaba de mostrar hasta qué punto,"DeepSeek es la nueva niña bonita de la IA. Esta familia de modelos, desarrollados por un laboratorio de I+D chino del mismo nombre, ha logrado lo que parecía imposible: competir con los modelos de OpenAI o Meta y hacerlo, según ellos, con un coste mucho menor…",https://www.xataka.com/robotica-e-ia/ia-china-deepseek-35-veces-barata-que-openai-tsunami-para-industria,https://i.blogs.es/aa3d6a/deep5/840_560.jpeg,2025-01-27 11:45:13+00:00,"DeepSeek es la nueva niña bonita de la IA. Esta familia de modelos, desarrollados por un laboratorio de I+D chino del mismo nombre, ha logrado lo que parecía imposible: competir con los modelos de Op… [+3281 chars]"
49,abc-news,ABC News,Max Zahn,"Nvidia, Microsoft shares tumble amid rise of China-based AI DeepSeek",DeepSeek chatbot tops Apple's app-store charts.,https://abcnews.go.com/Business/nvidia-microsoft-shares-tumble-china-based-ai-app/story?id=118136157,https://i.abcnewsfe.com/a/79081b25-7eeb-4fdf-9b6f-709d4ab48eda/nyse-nvidia-1-gty-jm-250127_1737990400742_hpMain_16x9.jpg?w=1600,2025-01-27 15:43:45+00:00,"The emergence of China-based AI app DeepSeek sent shares plummeting on Monday for many U.S. tech giants, including chipmaker Nvidia and AI-backer Microsoft.
Nvidia, which helped catapult market wide… [+1947 chars]"
50,the-next-web,The Next Web,The Conversation,DeepSeek: China’s gamechanging AI system has big implications for UK tech development,"DeepSeek sent ripples through the global tech landscape this week as it soared above ChatGPT in Apple’s app store. The meteoric rise has shifted the dynamics of US-China tech competition, shocked global tech stock valuations, and reshaped the future direction…",https://thenextweb.com/news/deepseek-chinas-ai-system-implications-uk-tech-development,https://img-cdn.tnwcdn.com/image/tnw-blurple?filter_last=1&fit=1280%2C640&url=https%3A%2F%2Fcdn0.tnwcdn.com%2Fwp-content%2Fblogs.dir%2F1%2Ffiles%2F2025%2F01%2FUntitled-design-4.jpg&signature=d6edd5119c569a204701671ef4e368d4,2025-01-28 21:48:09+00:00,"DeepSeek sent ripples through the global tech landscape this week as it soared above ChatGPT in Apples app store. The meteoric rise has shifted the dynamics of US-China tech competition, shocked glob… [+5839 chars]"
51,,Slashdot.org,msmash,"Nvidia Dismisses China AI Threat, Says DeepSeek Still Needs Its Chips","Nvidia has responded to the market panic over Chinese AI group DeepSeek, arguing that the startup's breakthrough still requires ""significant numbers of NVIDIA GPUs"" for its operation. The US chipmaker, which saw more than $600 billion wiped from its market va…",https://slashdot.org/story/25/01/27/1935207/nvidia-dismisses-china-ai-threat-says-deepseek-still-needs-its-chips,https://a.fsdn.com/sd/topics/ai_64.png,2025-01-27 19:34:00+00:00,"Nvidia has responded to the market panic over Chinese AI group DeepSeek, arguing that the startup's breakthrough still requires ""significant numbers of NVIDIA GPUs"" for its operation. The US chipmake… [+1465 chars]"
52,,Slashdot.org,msmash,"DeepSeek Has Spent Over $500 Million on Nvidia Chips Despite Low-Cost AI Claims, SemiAnalysis Says","Nvidia shares plunged 17% on Monday, wiping nearly $600 billion from its market value, after Chinese AI firm DeepSeek's breakthrough, but analysts are questioning the cost narrative. DeepSeek said to have trained its December V3 model for $5.6 million, but ch…",https://tech.slashdot.org/story/25/01/28/1315215/deepseek-has-spent-over-500-million-on-nvidia-chips-despite-low-cost-ai-claims-semianalysis-says,https://a.fsdn.com/sd/topics/ai_64.png,2025-01-28 14:00:00+00:00,"Or maybe they were hedging their bets and bought a load of them, but then managed to reduce the cost and sold/rented them to other companies?
Or maybe the analysis is just wrong.
In any case, other… [+237 chars]"
53,,Github.com,deepseek-ai,DeepSeek-R1,Contribute to deepseek-ai/DeepSeek-R1 development by creating an account on GitHub.,https://github.com/deepseek-ai/DeepSeek-R1,https://opengraph.githubassets.com/668de43bcfca29765f3867b86a7b74390399cf708c3e4a1affec9ea9fe0f041b/deepseek-ai/DeepSeek-R1,2025-01-20 12:37:58+00:00,"Paper Link
We introduce our first-generation reasoning models, DeepSeek-R1-Zero and DeepSeek-R1.
DeepSeek-R1-Zero, a model trained via large-scale reinforcement learning (RL) without supervised fin… [+9949 chars]"
54,,Arxiv.org,,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via RL,"We introduce our first-generation reasoning models, DeepSeek-R1-Zero and DeepSeek-R1. DeepSeek-R1-Zero, a model trained via large-scale reinforcement learning (RL) without supervised fine-tuning (SFT) as a preliminary step, demonstrates remarkable reasoning c…",https://arxiv.org/abs/2501.12948,https://arxiv.org/static/browse/0.3.4/images/arxiv-logo-fb.png,2025-01-25 18:39:49+00:00,"arXivLabs is a framework that allows collaborators to develop and share new arXiv features directly on our website.
Both individuals and organizations that work with arXivLabs have embraced and acce… [+257 chars]"
55,,Xataka.com,Javier Pastor,La polémica de los 5 millones de dólares: el debate sobre cuánto le ha costado a DeepSeek realmente su IA,"5,576 millones de dólares. Eso es lo que los creadores de DeepSeek V3 afirman que se gastaron en el entrenamiento completo de este sorprendente modelo de IA. Lo dejan claro en su informe técnico oficial, que nos habla de cómo usaron 2,788 millones de horas de…",https://www.xataka.com/robotica-e-ia/polemica-5-millones-dolares-debate-cuanto-le-ha-costado-a-deepseek-realmente-su-ia,https://i.blogs.es/9a94ed/deepseek-datacenter/840_560.jpeg,2025-01-28 19:01:12+00:00,"5,576 millones de dólares. Eso es lo que los creadores de DeepSeek V3 afirman que se gastaron en el entrenamiento completo de este sorprendente modelo de IA. Lo dejan claro en su informe técnico ofic… [+4751 chars]"
56,,Xataka.com,Javier Marquez,DeepSeek dice que ha sufrido un ciberataque: la compañía rival de OpenAI está tomando medidas para abordar el problema,"La última innovación en el campo de la inteligencia artificial (IA) llega desde China y se llama DeepSeek. Este chatbot, que compite directamente con ChatGPT de OpenAI, ha ganado una notable popularidad en las últimas horas. Muchos usuarios destacan sus capac…",https://www.xataka.com/robotica-e-ia/deepseek-dice-que-ha-sufrido-ciberataque-compania-rival-openai-esta-tomando-medidas-para-abordar-problema,https://i.blogs.es/6652e7/deepseek-chat/840_560.jpeg,2025-01-27 16:57:00+00:00,"La última innovación en el campo de la inteligencia artificial (IA) llega desde China y se llama DeepSeek. Este chatbot, que compite directamente con ChatGPT de OpenAI, ha ganado una notable populari… [+1066 chars]"
57,,Yahoo Entertainment,,"DeepSeek founder meets Chinese Premier, locals proud of tech",,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_277a00f1-5a01-40b7-80c5-d0e76119917f,,2025-01-28 11:14:58+00:00,"If you click 'Accept all', we and our partners, including 239 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+702 chars]"
58,time,Time,Philip Elliott,"Future of DeepSeek, Like TikTok, May Come Down to Trump’s Whims","DeepSeek has the potential to shape the views of its users, much like TikTok, which Congress banned in a law Trump isn't enforcing.",https://time.com/7210569/deepseek-ai-trump/,https://api.time.com/wp-content/uploads/2025/01/GettyImages-2194584986.jpg?quality=85&w=1024&h=628&crop=1,2025-01-28 19:16:00+00:00,"This article is part of The D.C. Brief, TIMEs politics newsletter. Sign up here to get stories like this sent to your inbox.
Stop me if youve heard this one: a tech tool owned by a foreign adversary… [+8245 chars]"
59,,Yahoo Entertainment,Josh Lipton,Investors more 'selective' after DeepSeek sparked tech sell-off,"The emergence of Chinese startup DeepSeek's artificial intelligence (AI) model rattled US stock markets on Monday, triggering a broad sell-off across the...",https://finance.yahoo.com/video/investors-more-selective-deepseek-sparked-222825586.html,https://s.yimg.com/ny/api/res/1.2/f8FLWPeXRGW2xjtW9mIJtA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzY-/https://s.yimg.com/os/creatr-uploaded-images/2025-01/8af46b50-ddc3-11ef-bfbd-9a5c905f7349,2025-01-28 22:28:25+00:00,"The emergence of Chinese startup DeepSeek's artificial intelligence (AI) model rattled US stock markets on Monday, triggering a broad sell-off across the technology sector. Stocktwits editor-in-chief… [+839 chars]"
60,,Yahoo Entertainment,Seana Smith,Does China's DeepSeek derail Big Tech earnings? Not exactly.,"Chinese artificial intelligence startup DeepSeek's new AI model sparks worries about global AI competition, sending US stocks (^DJI,^GSPC, ^IXIC) sharply...",https://finance.yahoo.com/video/does-chinas-deepseek-derail-big-162853808.html,https://s.yimg.com/ny/api/res/1.2/VMXoMDm3uuFgBWUFyGIVdQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://s.yimg.com/os/creatr-uploaded-images/2025-01/0ec90da0-dcc5-11ef-b6ff-0e8091f1af08,2025-01-27 16:28:53+00:00,"Chinese artificial intelligence startup DeepSeek's new AI model sparks worries about global AI competition, sending US stocks (^DJI,^GSPC, ^IXIC) sharply lower on Monday. Chipmakers Nvidia (NVDA) and… [+1817 chars]"
61,,Yahoo Entertainment,,Nvidia heads for record sell-off on China's DeepSeek worries,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_69a16b81-e326-4168-b09e-5aa7c64b703d,,2025-01-27 14:56:11+00:00,"If you click 'Accept all', we and our partners, including 239 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+703 chars]"
62,,Xataka.com,Yúbal Fernández,"Cómo instalar DeepSeek para usarlo de forma local en tu ordenador Windows, macOS o GNU/Linux","Vamos a explicarte cómo instalar DeepSeek en tu ordenador, para poder utilizarlo cuando quieras. Hay varias maneras de hacerlo, pero nosotros vamos a intentar recurrir a una de las más sencillas que sean posibles, y que funcione tanto con Windows como con mac…",https://www.xataka.com/basics/como-instalar-deepseek-para-usarlo-forma-local-tu-ordenador-windows-macos-gnu-linux,https://i.blogs.es/b26ff4/deepseek-comando/840_560.jpeg,2025-01-28 10:59:18+00:00,"Vamos a explicarte cómo instalar DeepSeek en tu ordenador, para poder utilizarlo cuando quieras. Hay varias maneras de hacerlo, pero nosotros vamos a intentar recurrir a una de las más sencillas que … [+3942 chars]"
63,,Xataka.com,Javier Marquez,Ahora la competencia por superar a DeepSeek también se libra en la propia China: Alibaba acaba de anunciar Qwen2.5-Max,"Días de vértigo en el mundo de la inteligencia artificial (IA). Cuando parecía que los gigantes tecnológicos estadounidenses no tenían rival capaz de hacerles sombra, DeepSeek causó un auténtico terremoto. El excelente desempeño de sus últimos modelos de leng…",https://www.xataka.com/robotica-e-ia/ahora-competencia-superar-a-deepseek-tambien-se-libra-propia-china-alibaba-acaba-anunciar-qwen2-5-max,https://i.blogs.es/66949d/qwen2.5-maxportada/840_560.png,2025-01-28 20:32:00+00:00,"Días de vértigo en el mundo de la inteligencia artificial (IA). Cuando parecía que los gigantes tecnológicos estadounidenses no tenían rival capaz de hacerles sombra, DeepSeek causó un auténtico terr… [+3509 chars]"
64,,Xataka.com,Yúbal Fernández,Historial de DeepSeek: cómo ver o borrar todo lo que le has preguntado a la inteligencia artificial,"Vamos a explicarte cómo gestionar tu historial de uso de DeepSeek, el chat de inteligencia artificial chino. De esta manera, puedes volver a visitar tus conversaciones pasadas con la IA para volver a ver una respuesta que te hubiera dado y te gustase, o simpl…",https://www.xataka.com/basics/historial-deepseek-como-ver-borrar-todo-que-le-has-preguntado-a-inteligencia-artificial,https://i.blogs.es/891615/deepseek/840_560.jpeg,2025-01-27 14:46:58+00:00,"Vamos a explicarte cómo gestionar tu historial de uso de DeepSeek, el chat de inteligencia artificial chino. De esta manera, puedes volver a visitar tus conversaciones pasadas con la IA para volver a… [+2053 chars]"
65,,Xataka.com,Javier Marquez,DeepSeek es el modelo IA de moda. El problema es que nadie sabe muy bien qué está haciendo con nuestros datos,"Si eres usuario de ChatGPT, es probable que en la última semana hayas probado DeepSeek. El chatbot de IA chino es tan prometedor que se ha convertido en una seria amenaza para muchos de los gigantes tecnológicos estadounidenses. No solo se trata de una propue…",https://www.xataka.com/robotica-e-ia/deepseek-modelo-ia-moda-problema-que-nadie-sabe-muy-bien-que-esta-haciendo-nuestros-datos,https://i.blogs.es/4c3c9a/deepseek-portada/840_560.jpeg,2025-01-28 08:01:13+00:00,"Si eres usuario de ChatGPT, es probable que en la última semana hayas probado DeepSeek. El chatbot de IA chino es tan prometedor que se ha convertido en una seria amenaza para muchos de los gigantes … [+8614 chars]"
66,,Xataka.com,Javier Pastor,"DeepSeek hace lo mismo que los modelos más avanzados de OpenAI con mucho menos recursos. La clave: ""reinforcement learning""",El mundo entero está preguntándose cómo es posible que los modelos de IA de DeepSeek se hayan convertido de la noche a la mañana en los grandes protagonistas de la actualidad en el ámbito de la inteligencia artificial. La respuesta es relativamente sencilla. …,https://www.xataka.com/robotica-e-ia/deepseek-hace-modelos-avanzados-openai-mucho-recursos-clave-reinforcement-learning,https://i.blogs.es/4e773e/deepseek-1/840_560.jpeg,2025-01-28 14:31:12+00:00,El mundo entero está preguntándose cómo es posible que los modelos de IA de DeepSeek se hayan convertido de la noche a la mañana en los grandes protagonistas de la actualidad en el ámbito de la intel… [+8772 chars]
67,,Xataka.com,Javier Lacort,"No son los modelos IA, es lo que construyes con ellos: la revolución silenciosa de DeepSeek","El lanzamiento del modelo DeepSeek-R1 ha marcado un punto de inflexión en la industria de la IA, al demostrar que es posible desarrollar modelos de lenguaje de alto rendimiento a una fracción del coste de los líderes actuales... y en código abierto.
<!-- BREA…",https://www.xataka.com/robotica-e-ia/no-modelos-ia-que-construyes-ellos-revolucion-silenciosa-deepseek,https://i.blogs.es/3abe86/deepseek-r1-d/840_560.jpeg,2025-01-28 09:31:12+00:00,"El lanzamiento del modelo DeepSeek-R1 ha marcado un punto de inflexión en la industria de la IA, al demostrar que es posible desarrollar modelos de lenguaje de alto rendimiento a una fracción del cos… [+2550 chars]"
68,,Xataka.com,Javier Lacort,DeepSeek R1 no es solo otro modelo de IA: es la mayor amenaza existencial que ha enfrentado Silicon Valley,"Apenas han pasado cinco días desde su lanzamiento, pero DeepSeek R1 ha provocado un terremoto en los mercados (-6.5% NVIDIA, -3.5% Microsoft, -8% ASML) que va más allá de su eficiencia técnica.
<!-- BREAK 1 -->
La verdadera amenaza para la industria estadouni…",https://www.xataka.com/robotica-e-ia/deepseek-r1-no-es-solo-otro-modelo-de-ia-es-la-mayor-amenaza-existencial-que-ha-enfrentado-silicon-valley,https://i.blogs.es/279ef0/deepseek/840_560.jpeg,2025-01-27 11:15:17+00:00,"Apenas han pasado cinco días desde su lanzamiento, pero DeepSeek R1 ha provocado un terremoto en los mercados (-6.5% NVIDIA, -3.5% Microsoft, -8% ASML) que va más allá de su eficiencia técnica.
La v… [+3860 chars]"
69,,Xataka.com,Javier Lacort,La siguiente fase de la IA no es ver quién invierte más sino quién invierte menos,"El agujero que el hype DeepSeek ha provocado en la valoración de NVIDIA (medio billón de dólares y subiendo) es algo más profundo que un simple ajuste de mercado: es el fin de una era en la industria de la IA.
<!-- BREAK 1 -->
El éxito ya no se podrá medir en…",https://www.xataka.com/robotica-e-ia/siguiente-fase-ia-no-ver-quien-invierte-sino-quien-invierte,https://i.blogs.es/bdd776/r1/840_560.jpeg,2025-01-28 14:15:18+00:00,El agujero que el hype DeepSeek ha provocado en la valoración de NVIDIA (medio billón de dólares y subiendo) es algo más profundo que un simple ajuste de mercado: es el fin de una era en la industria… [+3478 chars]
70,,The Atlantic,Matteo Wong,China’s DeepSeek Surprise,What to make of China’s suddenly popular new AI model.,https://www.theatlantic.com/technology/archive/2025/01/deepseek-china-ai/681481/,https://cdn.theatlantic.com/thumbor/mkYdRxmk7_MZt6-Oa9xL_Lcz5ZM=/0x43:2000x1085/1200x625/media/img/mt/2025/01/25_1_27_wong_deepseek_final_2/original.jpg,2025-01-27 21:06:00+00:00,"One week ago, a new and formidable challenger for OpenAI’s throne emerged. A Chinese AI start-up, DeepSeek, launched a model that appeared to match the most powerful version of ChatGPT—but, at least … [+7665 chars]"
71,,Xataka.com,Javier Pastor,"He probado DeepSeek en la web y en mi Mac. ChatGPT, Claude y Gemini tienen un problemón","Parecía casi imposible que modelos llegados de China pudieran competir con modelos de las Big Tech o las mejores startups de IA de EEUU. Y sin embargo, ha pasado. Lo han demostrado los modelos de DeepSeek que han sido lanzados en las últimas semanas y que est…",https://www.xataka.com/robotica-e-ia/he-probado-deepseek-v3-chat-deepseek-r1-razonamiento-openai-google-meta-tienen-aqui-rivales-formidables,https://i.blogs.es/7f6941/6/840_560.jpeg,2025-01-28 12:01:13+00:00,"Parecía casi imposible que modelos llegados de China pudieran competir con modelos de las Big Tech o las mejores startups de IA de EEUU. Y sin embargo, ha pasado. Lo han demostrado los modelos de Dee… [+12741 chars]"
72,business-insider,Business Insider,Alistair Barr,Google DeepMind researchers think they found a solution to AI's 'peak data' problem,There's not enough human-generated data to keep AI models improving at the same rate. 2025 will put a new solution to the test.,https://www.businessinsider.com/ai-peak-data-google-deepmind-researchers-solution-test-time-compute-2025-1,https://i.insider.com/67771f859de00e389eb4322d?width=1024&format=jpeg,2025-01-05 10:11:01+00:00,"OpenAI CEO Sam Altman and cofounder Ilya Sutskever (right).Jack Guez/AFP via Getty Images
<ul><li>The AI industry has hit ""peak data,"" OpenAI cofounder Ilya Sutskever said recently.</li><li>DeepMind… [+6205 chars]"
73,,Gizmodo.com,Matthew Gault,Quartz’s New AI Slop Is Regurgitated AI Slop,"The business website's AI writers are scraping information from other AI writers, enabling a loop of generated garbage.",https://gizmodo.com/quartzs-new-ai-slop-is-regurgitated-ai-slop-2000555973,https://gizmodo.com/app/uploads/2025/01/AutomatedWriter.jpg,2025-01-28 20:00:48+00:00,"The Quartz Intelligence Newsroom, a generative AI writer, has churned out 20 stories today so far. To do this it digests the news from a wide range of sources, including local news affiliates, Reuter… [+3079 chars]"
74,,Substack.com,Stephanie Kelton,The Impact of 25% Tariffs on Canadian GDP,The Bank of Canada vs Deepseek,https://stephaniekelton.substack.com/p/the-impact-of-25-tariffs-on-canadian,"https://substackcdn.com/image/fetch/w_1200,h_600,c_fill,f_jpg,q_auto:good,fl_progressive:steep,g_auto/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2Fcca92d1e-504c-423a-991f-6235fd7ab03c_702x590.png",2025-01-28 00:45:50+00:00,"The world has awakened to the power of Deepseek, the rival to OpenAIs Model o1 that has tech stocks reeling. I played around with Deepseek for a couple of hours yesterday, and I talked with a number … [+16152 chars]"
75,,Xataka.com,Yúbal Fernández,"DeepSeek: qué es, cómo funciona y qué opciones tiene esta inteligencia artificial","Vamos a explicarte qué es DeepSeek, el chat de inteligencia artificial creado por la empresa del mismo nombre. Se trata de una IA que a principios del 2025 está llamando mucho la atención, y que incluso en las tiendas móviles de aplicaciones ya conseguido sup…",https://www.xataka.com/basics/deepseek-que-como-funciona-que-opciones-tiene-esta-inteligencia-artificial,https://i.blogs.es/1d8daf/deepseek/840_560.jpeg,2025-01-27 10:24:33+00:00,"Vamos a explicarte qué es DeepSeek, el chat de inteligencia artificial creado por la empresa del mismo nombre. Se trata de una IA que a principios del 2025 está llamando mucho la atención, y que incl… [+8002 chars]"
76,,Slashdot.org,msmash,Meta Sets Up War Rooms To Analyze DeepSeek's Tech,"Meta has set up four war rooms to analyze DeepSeek's technology, including two focusing on how High-Flyer reduced training costs, and one on what data High-Flyer may have used, The Information's Kalley Huang and Stephanie Palazzolo report. China's DeepSeek is…",https://tech.slashdot.org/story/25/01/27/1648226/meta-sets-up-war-rooms-to-analyze-deepseeks-tech,https://a.fsdn.com/sd/topics/facebook_64.png,2025-01-27 16:48:00+00:00,"They literally released an open paper about it [github.com], so, I mean, wow, much analysis.
Also, everyone copies everyone else's advancements while incorporating their own new ones. That's how the… [+121 chars]"
77,,Digital Trends,Monica J. White,How DeepSeek flipped the tech world on its head overnight,"DeepSeek, the new chatbot that seemingly dethroned ChatGPT, is all over the news. Here's everything that happened in the last 24 hours.",https://www.digitaltrends.com/computing/deepseek-news-roundup/,https://www.digitaltrends.com/wp-content/uploads/2025/01/deepseek.jpg?resize=1200%2C630&p=1,2025-01-28 17:11:16+00:00,"Table of Contents
Table of Contents
Nvidia gets hit by the rise of DeepSeek
President Trump: “A wake-up call”
Meta is scrambling for solutions
Elon Musk isn’t buying what DeepSeek is selling
Op… [+6308 chars]"
78,business-insider,Business Insider,Bradley Saacks,"'What happened with DeepSeek is actually super bullish': Point72 founder Steve Cohen on AI, Trump's impact, and giving up trading","Cohen, the owner of the New York Mets, spoke at a conference in Miami Tuesday.",https://www.businessinsider.com/steve-cohen-deepseek-ai-markets-trump-trading-2025-1,https://i.insider.com/6683d2151f0c1cd6d7308d7c?width=1200&format=jpeg,2025-01-28 22:27:37+00:00,"Steve Cohen's Point72 has a stand-alone fund focused on artificial intelligence.Jim McIsaac/Getty Images
<ul><li>Point72 founder and New York Mets owner Steve Cohen spoke at iConnections' Miami conf… [+2739 chars]"
79,business-insider,Business Insider,Bradley Saacks,"Who foresaw the DeepSeek-caused sell-off of Magnificent 7 stocks? Hedge funds, which have been cutting exposure for months","Managers like Mala Gaonkar's SurgoCap Partners sold out of big-name US tech companies before the tech sell off, filings show.",https://www.businessinsider.com/hedge-funds-tech-sell-off-deepseek-magnificant-7-stocks-2025-1,https://i.insider.com/6798f418196626c40985409a?width=1200&format=jpeg,2025-01-28 15:29:16+00:00,"Big-name US tech companies have slumped thanks to Chinese AI company DeepSeek.LIU JIN/AFP via Getty Images
<ul><li>The emergence of Chinese AI darling DeepSeek led to a sell-off of stocks like Nvidi… [+2650 chars]"
80,,Promptfoo.dev,,"1,156 Questions Censored by DeepSeek",DeepSeek-R1 is a blockbuster open-source model that is now at the top of the U.S. App Store.,https://www.promptfoo.dev/blog/deepseek-censorship,https://www.promptfoo.dev/img/blog/deepseek/deepseek_panda.png,2025-01-28 21:54:36+00:00,"DeepSeek-R1 is a blockbuster open-source model that is now at the top of the U.S. App Store.
As a Chinese company, DeepSeek is beholden to CCP policy. This is reflected even in the open-source model… [+6516 chars]"
81,,Indi.ca,indi.ca,How Communism Is Outcompeting Capitalism,The deeper history behind DeepSeek and Chinese EVs,https://indi.ca/how-communism-is-obviously-outcompeting-capitalism/,https://indi.ca/content/images/size/w1200/2025/01/Screenshot-2025-01-27-at-17.48.20-1.jpg,2025-01-28 06:05:20+00:00,"I asked DeepSeek for a rec on Chinese art and it suggested Along the River During the Qingming Festival. This is a 1736 version by Chen Mei, Sun Hu. Jin Kun, Dai Hong, and Cheng Zhidao. Set to Jasmin… [+19476 chars]"
82,,Xataka.com,Javier Lacort,"Tras poner del revés la industria IA, DeepSeek lanza su primer modelo que entiende y crea imágenes: Janus Pro","En plena resaca por su modelo R1, DeepSeek acaba de lanzar Janus Pro 7B, un modelo de IA para generar imágenes a partir de texto y entender otras imágenes que se le introduzcan. Y sí, también es de código abierto, aunque con un asterisco similar al de Llama.
…",https://www.xataka.com/robotica-e-ia/poner-reves-industria-ia-deepseek-lanza-su-primer-modelo-que-entiende-crea-imagenes-janus-pro,https://i.blogs.es/57ce70/mockuuups-microsoft-surface-laptop-mockup/840_560.jpeg,2025-01-27 17:24:27+00:00,"En plena resaca por su modelo R1, DeepSeek acaba de lanzar Janus Pro 7B, un modelo de IA para generar imágenes a partir de texto y entender otras imágenes que se le introduzcan. Y sí, también es de c… [+2761 chars]"
83,abc-news,ABC News,ABC News,WATCH: How China-based AI app DeepSeek works,"Cybersecurity expert Caitlin Sarian reacts to the China-based AI app, DeepSeek, topping Apple's app-store charts as well as sending U.S. tech stocks lower on Monday.",https://abcnews.go.com/International/video/china-based-ai-app-deepseek-works-118153948,https://i.abcnewsfe.com/a/fec5d36d-8e50-4524-a3af-c325ae48f2f9/250127_abcnl_3p_deepseek_hpMain_16x9.jpg?w=992,2025-01-27 21:43:38+00:00,"<ul><li>Secretary of Defense Pete Hegseth's first official day at the Pentagon
</li><li>Footage shows thousands of Palestinians returning home to northern Gaza
</li><li>ICE launches 'targeted opera… [+4287 chars]"
