Unnamed: 0,source_id,source_name,author,title,description,url,urlToImage,publishedAt,content
44,,Buffer.com,Tamilore Oladipo,5 AI Chatbots Tested: Which One Works Best for Content Creators?,"We tested 5 AI chatbots, including ChatGPT alternatives, to discover which one works best as part of a content creator's workflow.",https://buffer.com/resources/chatgpt-alternatives/,https://buffer.com/resources/content/images/2025/02/chatgpt-alternatives.png,2025-02-20 11:00:46+00:00,"AI chatbots like ChatGPT have become ubiquitous and vital to how many knowledge workers, content creators, and business owners operate.
But as powerful as ChatGPT is, its not the only player in the … [+16962 chars]"
45,,PCWorld,"Kristian Kask, Joel Lee",xAI launches new Grok-3 AI model with DeepSearch researching,"Elon Musk’s AI company xAI just launched Grok-3, a new version of the AI model that powers the Grok AI chatbot. The new AI model was unveiled during a live broadcast on the social media platform formerly known as Twitter, with the creators describing it as th…",https://www.pcworld.com/article/2611838/xai-launches-new-grok-3-ai-model-with-deepsearch-researching.html,https://www.pcworld.com/wp-content/uploads/2025/02/grok-1.jpg?quality=50&strip=all&w=1024,2025-02-18 16:44:16+00:00,"Skip to contentType your search and hit enter
When you purchase through links in our articles, we may earn a small commission. This doesn't affect our editorial independence
.
Elon Musk’s AI compa… [+1295 chars]"
46,,BBC News,,South Korea bans new downloads of China's DeepSeek AI,App stores in South Korea have removed DeepSeek over concerns about how  it manages users' data.,https://www.bbc.com/news/articles/clyzym0vn8go,https://ichef.bbci.co.uk/news/1024/branded_news/8dfd/live/bc56eb10-ecea-11ef-8aa0-e92dd5ba95cf.jpg,2025-02-17 06:33:24+00:00,"South Korea has banned new downloads of China's DeepSeek artificial intelligence (AI) chatbot, according to the country's personal data protection watchdog.
The government agency said the AI model w… [+2259 chars]"
47,rt,RT,RT,South Korea bans DeepSeek,The state regulator “strongly advised” users to avoid the Chinese AI service pending “improvements” under local laws Read Full Article at RT.com,https://www.rt.com/news/612832-south-korea-bans-deepseek/,https://mf.b37mrtl.ru/files/2025.02/article/67b2b8e185f540782d77c664.jpg,2025-02-17 04:20:36+00:00,South Korea’s national data protection watchdog has announced a “temporary” suspension of the widely popular DeepSeek AI service in the country until authorities complete their review of the Chinese … [+2100 chars]
48,,Yahoo Entertainment,Samuel Shen and Tom Westbrook,"Tiger Brokers adopts DeepSeek model as Chinese brokerages, funds rush to embrace AI","Tiger Brokers said on Tuesday it embedded DeepSeek's model into its AI-powered chatbot, as brokerages and money managers race to capitalise on the Chinese...",https://finance.yahoo.com/news/tiger-brokers-adopts-deepseek-model-070602587.html,https://media.zenfs.com/en/reuters-finance.com/1466854680730bd1ebbbea019c1be2b5,2025-02-18 07:06:02+00:00,"By Samuel Shen and Tom Westbrook
SHANGHAI/SINGAPORE (Reuters) - Tiger Brokers said on Tuesday it embedded DeepSeek's model into its AI-powered chatbot, as brokerages and money managers race to capit… [+3575 chars]"
49,,Biztoc.com,finance.yahoo.com,Why This Google Executive Thinks the Hype Around DeepSeek Is Overblown,"In This Article:
Last month, a new artificial intelligence (AI) model emerged and made headlines in the markets for its effectiveness and low cost. Chinese company DeepSeek said its AI chatbot performed similarly to ChatGPT and that it cost less than $6 milli…",https://biztoc.com/x/75a3d5c2ffe7884f,https://biztoc.com/cdn/809/og.png,2025-02-16 23:29:18+00:00,"In This Article:Last month, a new artificial intelligence (AI) model emerged and made headlines in the markets for its effectiveness and low cost. Chinese company DeepSeek said its AI chatbot perform… [+149 chars]"
50,,Biztoc.com,asia.nikkei.com,Tencent's embrace of DeepSeek set to shake up China chatbot market,"HONG KONG -- China's chatbot market, led by TikTok owner ByteDance and startup Moonshot, is in for a shakeup after Tencent announced it was joining the growing list of Big Tech players embracing DeepSeek's artificial intelligence model.
Tencent has begun beta…",https://biztoc.com/x/621df3f7d5cca187,https://biztoc.com/cdn/621df3f7d5cca187_s.webp,2025-02-17 02:49:46+00:00,"HONG KONG -- China's chatbot market, led by TikTok owner ByteDance and startup Moonshot, is in for a shakeup after Tencent announced it was joining the growing list of Big Tech players embracing Deep… [+154 chars]"
51,,Infosecurity Magazine,Alessandro  Mascellino,South Korea Suspends Downloads of AI Chatbot DeepSeek,South Korea’s Personal Information Protection Commission is blocking DeepSeek AI downloads over privacy concerns,https://www.infosecurity-magazine.com/news/south-korea-suspends-deepseek/,https://assets.infosecurity-magazine.com/webpage/og/43370c76-5d14-40e2-96f1-5604c51b44a2.jpg,2025-02-17 16:30:00+00:00,"South Korea has suspended new downloads of the Chinese AI chatbot DeepSeek as it undergoes scrutiny for non-compliance with the country’s data protection laws.
The Personal Information Protection Co… [+2268 chars]"
52,,MIT Technology Review,Charlotte Jee,"The Download: ancient DNA’s modern uses, and an AI-artist collaboration","This is today’s edition of The Download, our weekday newsletter that provides a daily dose of what’s going on in the world of technology. Adventures in the genetic time machine An ancient-DNA revolution is turning the high-speed equipment used to study the DN…",https://www.technologyreview.com/2025/02/17/1111978/the-download-ancient-dna-ai-artist/,"https://wp.technologyreview.com/wp-content/uploads/2025/02/MIT-Tech-Review_Evo-Genetics_thumb.jpg?resize=1200,600",2025-02-17 13:11:00+00:00,"Stephen Ornes 
Both of the subscriber-only stories above are from the next edition of our print magazine, which is all about relationships. Subscribe now to get a copy when it lands on February 26!… [+2740 chars]"
53,,Smashingapps.com,Team,How to Build an Excel App with Deepseek in 5 Simple Steps (Free Guide),This free guide shows you how to build an Excel App with Deepseek AI. No coding required. Let’s get started.,https://www.smashingapps.com/build-an-excel-app-with-deepseek/,https://www.smashingapps.com/wp-content/uploads/2025/02/Build-an-Excel-App-with-Deepseek-e1739744486184.png,2025-02-16 22:48:51+00:00,"Lets face itmanually updating Excel sheets feels like watching paint dry. You need a faster way to crunch numbers, spot trends, or predict sales. Thats where Deepseek comes in. This free guide shows … [+3549 chars]"
54,,Substack.com,"Vikram Sreekanti, Joseph E. Gonzalez",You can't build a moat with AI,Using LLMs doesn't make a product special anymore,https://frontierai.substack.com/p/you-cant-build-a-moat-with-ai-redux,"https://substackcdn.com/image/fetch/w_1200,h_600,c_fill,f_jpg,q_auto:good,fl_progressive:steep,g_auto/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2Ff9e64e92-3d60-4b43-bb64-ddf89f442ef5_1792x1024.webp",2025-02-20 18:49:24+00:00,"Last spring, we wrote an article called You cant build a moat with AI. That post argued that prompt engineering, while important, would be difficult to defend over time given how easy it is to experi… [+5751 chars]"
55,nbc-news,NBC News,Reuters,"South Korea suspends new downloads of DeepSeek, citing privacy concerns",South Korea’s data protection authority said new downloads of the Chinese AI app DeepSeek had been suspended in the country over data privacy concerns.,https://www.nbcnews.com/news/world/south-korea-suspends-new-downloads-deepseek-citing-privacy-concerns-rcna192432,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2025-02/20250217-china-deepseek-jj-317a-c102cc.jpg",2025-02-17 08:20:25+00:00,"SEOUL, South Korea  South Koreas data protection authority said Monday that new downloads of the Chinese AI app DeepSeek had been suspended in the country after DeepSeek acknowledged failing to take … [+1280 chars]"
56,,Quartz India,William Gavin,Elon Musk's X could get its $44 billion valuation back,"Elon Musk’s X is reportedly discussing a new round of financing that would value the social media company at $44 billion, the price that its owner paid for the company formerly known as Twitter in 2022.Read more...",https://qz.com/elon-musk-x-twitter-value-44-billion-xai-grok-tesla-1851765371,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/a14c43da9c3e7c940646196075ca4481.jpg",2025-02-19 14:52:39+00:00,"In This Story
Elon Musks X is reportedly discussing a new round of financing that would value the social media company at $44 billion, the price that its owner paid for the company formerly known as… [+2232 chars]"
57,,Techreport.com,Alpa Somaiya,South Korea Removes Deepseek from App Stores as It Fails to Comply with Data Protection Rules,"Key Takeaways The data protection authorities of South Korea said that new downloads of the Chinese app DeepSeek will be paused for a while after the company acknowledges that it...
The post South Korea Removes Deepseek from App Stores as It Fails to Comply w…",https://techreport.com/news/south-korea-bans-deepseek-as-it-fails-to-comply-with-data-protection-rules/,https://techreport.com/wp-content/uploads/2025/02/Untitled-design-70.jpg?_t=1739939082,2025-02-19 04:24:03+00:00,"Key Takeaways
<ul><li>South Korea has paused new downloads of the Chinese AI app DeepSeek due to non-compliance with its data protection laws. Existing users can still access the app, but services w… [+3932 chars]"
58,rt,RT,RT,South Korea accuses DeepSeek of leaking user data,Seoul has removed the Chinese AI assistant from local app stores after it allegedly sent data to TikTok owner ByteDance Read Full Article at RT.com,https://www.rt.com/business/613015-south-korea-deepseek-ban/,https://mf.b37mrtl.ru/files/2025.02/article/67b5db0d20302771b377cd51.jpg,2025-02-19 14:25:40+00:00,"South Korea’s national data protection regulator has accused the creators of Chinese AI service DeepSeek of sharing user data with TikTok owner ByteDance, the Yonhap news agency reported on Tuesday.… [+1484 chars]"
59,,Theregister.com,Simon Sharwood,Fujitsu worries US tariffs will see its clients slow digital spend,PLUS: Pacific islands targeted by Chinese APT; China’s new rocket soars; DeepSeek puts Korea in a pickle; and more Asia In Brief  The head of Fujitsu’s North American operations has warned that the Trump administration’s tariff plans will be bad for business.…,https://www.theregister.com/2025/02/16/asia_tech_news_in_brief/,https://regmedia.co.uk/2024/02/27/usa_shutterstock.jpg,2025-02-16 23:59:13+00:00,"Asia In Brief The head of Fujitsus North American operations has warned that the Trump administrations tariff plans will be bad for business.
In remarks shared with Japanese outlet Nikkei, Asif Poon… [+5288 chars]"
60,,Neowin,Karthik Mudaliar,OpenAI bans accounts used to develop Chinese surveillance tools targeting the West,"OpenAI has banned several accounts involved in developing surveillance tools allegedly linked to China, which were reportedly targeting Western nations. Read more...",https://www.neowin.net/news/openai-bans-accounts-used-to-develop-chinese-surveillance-tools-targeting-the-west/,https://cdn.neowin.com/news/images/uploaded/2021/07/1626722629_xi_story.jpg,2025-02-21 16:16:02+00:00,OpenAI has reportedly banned several accounts that were associated with a Chinese surveillance tool. These accounts were using ChatGPT to create sales pitches and debug code for an AI assistant to ga… [+2237 chars]
61,,Forbes,"Yue Wang, Senior Contributor, 
 Yue Wang, Senior Contributor
 https://www.forbes.com/sites/ywang/",Alibaba’s $120 Billion Rally May Have Room To Grow On AI Optimism,"Chinese e-commerce giant Alibaba highlighted its AI ambitions as it reported strong results for its third quarter, fueling hopes that it will become a leader in AI.",https://www.forbes.com/sites/ywang/2025/02/20/alibabas-120-billion-rally-may-have-room-to-grow-on-ai-optimism/,https://imageio.forbes.com/specials-images/imageserve/67b7dd27890ec7393f2054f1/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2025-02-21 03:45:23+00:00,"Jack Ma, co-founder of Chinese e-commerce giant Alibaba, speaks in Paris in 2019.
PHILIPPE LOPEZ/AFP via Getty Images)
Chinese e-commerce giant Alibaba highlighted its AI ambitions as it reported s… [+3642 chars]"
62,,The Diplomat,Shannon,DeepSeek Reflects Both the Success and Failure of US Tech Containment Against China,China’s most successful AI product embodies the paradox of export controls: they can be successful and still fail to achieve the ultimate strategic goal.,https://thediplomat.com/2025/02/deepseek-reflects-both-the-success-and-failure-of-us-tech-containment-against-china/,https://thediplomat.com/wp-content/uploads/2022/11/sizes/td-story-s-2/thediplomat_2022-11-30-143250.jpg,2025-02-21 17:03:18+00:00,"In recent years, the United States has significantly expanded its use of export controls to contain Chinas rise and maintain its own technological dominance. At the center of this tech containment ar… [+16890 chars]"
63,,Geeky Gadgets,Julian Horsey,Deepseek VL-2: The Future of Scalable Vision-Language AI,"Deepseek VL-2 is a sophisticated vision-language model designed to address complex multimodal tasks with remarkable efficiency and precision. Built on a new mixture of experts (MoE) architecture, this model activates only the most relevant sub-networks for sp…",https://www.geeky-gadgets.com/deepseek-vl2-vision-language-model/,https://www.geeky-gadgets.com/wp-content/uploads/2025/02/deepseek-vl2-vision-language-model_optimized.jpg,2025-02-15 15:02:56+00:00,"Deepseek VL-2 is a sophisticated vision-language model designed to address complex multimodal tasks with remarkable efficiency and precision. Built on a new mixture of experts (MoE) architecture, thi… [+6508 chars]"
64,,TechSpot,Skye Jacobs,US investigates whether DeepSeek obtained Nvidia chips through Singapore to bypass restrictions,"Singapore's Second Minister for Trade and Industry, Tan See Leng, addressed the issue in a statement to lawmakers. According to Tan, while Nvidia reported that 22 percent of its sales in the August-October 2023 period were attributed to Singapore, this figure…",https://www.techspot.com/news/106832-us-investigates-whether-deepseek-obtained-nvidia-chips-through.html,https://www.techspot.com/images2/news/bigimage/2025/02/2025-02-19-image-5.jpg,2025-02-19 14:43:00+00:00,The big picture: Singapore has found itself at the center of an investigation into the distribution of Nvidia's advanced semiconductors. The inquiry comes as Washington examines whether Chinese AI st… [+2742 chars]
65,,Spacewar.com,,Chatbot vs national security? Why DeepSeek is raising concerns,"Seoul (AFP) Feb 17, 2025


 Chinese AI chatbot DeepSeek upended the global industry and wiped billions off US tech stocks when it unveiled its R1 programme, which it claims was built on cheap, less sophisticated Nvidia semiconductors. 

But governments from R…",https://www.spacewar.com/reports/Chatbot_vs_national_security_Why_DeepSeek_is_raising_concerns_999.html,https://www.spxdaily.com/images-hg/deepseek-logo-red-hg.jpg,2025-02-17 10:53:59+00:00,"Chatbot vs national security? Why DeepSeek is raising concernsBy Hieun SHINSeoul (AFP) Feb 17, 2025
Chinese AI chatbot DeepSeek upended the global industry and wiped billions off US tech stocks when… [+4862 chars]"
66,,New Atlas,Loz Blain,Use it or lose it: AI will rot our brains,"Technology can physically change our brains as it becomes an integral part of daily life – but every time we outsource a function, we risk letting our ability atrophy away. What happens when that ability is critical thinking itself?Continue ReadingCategory: A…",https://newatlas.com/ai-humanoids/use-it-lose-it-ai-critical-thinking/,https://assets.newatlas.com/dims4/default/ab3d623/2147483647/strip/true/crop/2000x1050+0+143/resize/1200x630!/quality/90/?url=http%3A%2F%2Fnewatlas-brightspot.s3.amazonaws.com%2F0f%2F4c%2F7263b9cb44ae8c58fab2e0a7b12d%2Fdepositphotos-65525407-l.jpg&na.image_optimisation=0,2025-02-18 05:58:08+00:00,"Technology can physically change our brains as it becomes an integral part of daily life but every time we outsource a function, we risk letting our ability atrophy away. What happens when that abili… [+4972 chars]"
67,next-big-future,Next Big Future,Brian Wang,Does DeepSeek Impact the Future of AI Data Centers?,China’s DeepSeek has made innovations in the cost of AI and innovations like mixture of experts (MoE) and fine-grain expert segmentation which significantly improve efficiency in large language models. The DeepSeek model activates only about 37 billion parame…,https://www.nextbigfuture.com/2025/02/does-deepseek-impact-the-future-of-ai-data-centers.html,https://nextbigfuture.s3.amazonaws.com/uploads/2025/02/deepseekAIdatacenters.jpg,2025-02-16 00:24:57+00:00,Chinas DeepSeek has made innovations in the cost of AI and innovations like mixture of experts (MoE) and fine-grain expert segmentation which significantly improve efficiency in large language models… [+4597 chars]
68,time,Time,Associated Press,DeepSeek Not Available for Download in South Korea as Authorities Address Privacy Concerns,An official also advised South Korean DeepSeek users to delete the app from their devices or avoid entering personal info until its privacy issues are resolved.,https://time.com/7225822/deepseek-south-korea-downloads-paused-privacy-china-ai/,https://api.time.com/wp-content/uploads/2025/02/deepseek-korea.jpg?quality=85&w=1024&h=628&crop=1,2025-02-17 05:00:00+00:00,"SEOUL, South Korea DeepSeek, a Chinese artificial intelligence startup, has temporarily paused downloads of its chatbot apps in South Korea while it works with local authorities to address privacy co… [+1601 chars]"
69,,Yahoo Entertainment,Jabran Kundi,GLOBALFOUNDRIES Inc. (GFS): Among the Semiconductor Stocks Making Impressive Comeback from DeepSeek AI Dip,"We recently compiled a list of the 15 Semiconductor Stocks Making Impressive Comeback From DeepSeek AI Dip. In this article, we are going to take a look at...",https://finance.yahoo.com/news/globalfoundries-inc-gfs-among-semiconductor-161954728.html,https://s.yimg.com/ny/api/res/1.2/un2sSB7p9UI1_zuKGRx3PA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzM-/https://media.zenfs.com/en/insidermonkey.com/f289676d393430125b59e2097e2f95f0,2025-02-17 16:19:54+00:00,"We recently compiled a list of the 15 Semiconductor Stocks Making Impressive Comeback From DeepSeek AI Dip. In this article, we are going to take a look at where GLOBALFOUNDRIES Inc. (NASDAQ:GFS) sta… [+3677 chars]"
70,,Spacewar.com,,DeepSeek removed from South Korea app stores pending privacy review,"Seoul (AFP) Feb 17, 2025


 Chinese AI app DeepSeek will not be available to download in South Korea pending a review of its handling of user data, Seoul authorities said Monday. 

DeepSeek's R1 chatbot stunned investors and industry insiders with its ability…",https://www.spacewar.com/reports/DeepSeek_removed_from_South_Korea_app_stores_pending_privacy_review_999.html,https://www.spxdaily.com/images-hg/deepseek-logo-red-hg.jpg,2025-02-17 12:32:06+00:00,"DeepSeek removed from South Korea app stores pending privacy reviewBy Hieun SHIN, Kang Jin-kyuSeoul (AFP) Feb 17, 2025
Chinese AI app DeepSeek will not be available to download in South Korea pendin… [+3054 chars]"
71,,Yahoo Entertainment,Bloomberg News,"Tencent Shares Surge, Baidu Slides After DeepSeek’s WeChat Debut","(Bloomberg) -- Tencent Holdings Ltd.’s shares rose to their highest since 2021 after DeepSeek, the AI service that’s shaken up the industry since its...",https://finance.yahoo.com/news/tencent-shares-jump-company-integrates-012521949.html,https://s.yimg.com/ny/api/res/1.2/ZV5l75aFSN5gHRqoVt8OTA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/bloomberg_markets_842/d74b1bb36e32f72e8cbce37dcc682258,2025-02-17 05:28:26+00:00,"(Bloomberg) -- Tencent Holdings Ltd.s shares rose to their highest since 2021 after DeepSeek, the AI service thats shaken up the industry since its emergence this year, debuted on the big tech compan… [+1720 chars]"
72,cbs-news,CBS News,CBS News,"Can Elon Musk's Grok 3 compete with ChatGPT, DeepSeek?","Elon Musk debuted his Grok 3 artificial intelligence chatbot, a potential competitor to ChaptGPT and China's DeepSeek in the booming technology space. CBS MoneyWatch correspondent Kelly O'Grady has more.",https://www.cbsnews.com/video/can-elon-musks-grok-3-compete-with-chatgpt-deepseek/,https://assets2.cbsnewsstatic.com/hub/i/r/2025/02/18/fbfdf49a-9911-40d5-869b-2d4add058130/thumbnail/1200x630/4ff0598cdc66395b4bb1dc5e34f1c1b9/cbsn-fusion-can-elon-musks-grok-3-compete-with-chatgpt-deepseek-thumbnail.jpg?v=db3d87ba7bf4d4ff13b65eabcf0d9bea,2025-02-18 19:45:00+00:00,"Watch CBS News
Copyright ©2025 CBS Interactive Inc. All rights reserved.
Get browser notifications for breaking news, live events, and exclusive reporting.
Not NowTurn On"
73,,Malwarebytes.com,Tjitske de Vries,DeepSeek found to be sharing user data with TikTok parent company ByteDance,"South Korea says it's uncovered evidence that DeepSeek has secretly been sharing data with ByteDance, the parent company of popular social media app TikTok.",https://www.malwarebytes.com/blog/news/2025/02/deepseek-found-to-be-sharing-user-data-with-tiktok-parent-company-bytedance,https://www.malwarebytes.com/wp-content/uploads/sites/2/2025/02/shutterstock_2577304567.jpg,2025-02-20 14:23:29+00:00,"A couple of weeks ago we reported on the concerns surrounding data collection and security at DeepSeek, the Chinese AI company which recently made headlines for shaking up the industry after seemingl… [+2897 chars]"
74,,Yahoo Entertainment,,Tencent's messaging app Weixin launches beta testing with DeepSeek,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_7e375509-8a7f-4221-bded-55148b42a869,,2025-02-16 09:04:13+00:00,"If you click 'Accept all', we and our partners, including 239 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+702 chars]"
75,,Forbes,"Jason Kirsch, CFP(R), Contributor, 
 Jason Kirsch, CFP(R), Contributor
 https://www.forbes.com/sites/investor-hub/people/Jason-Kirsch/",Nvidia Earnings: What To Know About The Stock Before The Upcoming Report,Preparing for Nvidia's earnings? Explore important information about the stock's performance and upcoming report.,https://www.forbes.com/sites/investor-hub/article/nvidia-earnings-what-to-know-stock-report-q1-2025/,https://imageio.forbes.com/specials-images/imageserve/67ae373a4b87d8b5e5a3e98c/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2025-02-15 18:00:00+00:00,"While recent developments have introduced some uncertainty, the fundamental drivers of Nvidia's ... [+] growth remain robust.
NurPhoto via Getty Images
As the worlds largest semiconductor company p… [+9500 chars]"
76,,Geeky Gadgets,Julian Horsey,DeepSeek R1: The Secret to Easily Building Smarter AI Voice Agents in Minutes,"Have you ever wished you could have an AI voice assistant that not only understands you but also explains its reasoning, like a thoughtful conversation partner? Whether you’re navigating a busy schedule, planning a trip, or simply curious about a topic, the i…",https://www.geeky-gadgets.com/deepseek-r1-ai-voice-agent-setup/,https://www.geeky-gadgets.com/wp-content/uploads/2025/02/deepseek-r1-ai-voice-agent-setup_optimized.jpg,2025-02-15 09:03:18+00:00,"Have you ever wished you could have an AI voice assistant that not only understands you but also explains its reasoning, like a thoughtful conversation partner? Whether you’re navigating a busy sched… [+7120 chars]"
77,,Yahoo Entertainment,,"Cathie Wood Goes Bargain Hunting. Here's 1 ""Magnificent Seven"" Stock She Just Bought on the DeepSeek Dip.",,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_6bb92404-1aaf-4b61-8fcb-d5adb19f2e60,,2025-02-16 23:30:00+00:00,"If you click 'Accept all', we and our partners, including 239 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+702 chars]"
78,business-insider,Business Insider,shubhangigoel@insider.com (Shubhangi Goel),Baidu's CEO credits DeepSeek for the push to open-source its own AI model,"""One thing we learned from DeepSeek is that open-sourcing the best models can greatly help adoption,"" said Baidu's Robin Li.",https://www.businessinsider.com/baidu-ceo-deepseek-open-source-model-ernie-cost-earnings-2025-2,https://i.insider.com/67b561e26630eb10385cf29b?width=1200&format=jpeg,2025-02-19 06:37:21+00:00,"The CEO of Chinese tech giant Baidu says DeepSeek's virality pushed the company to make its own artificial intelligence model open source.
Open-source models
 allow for the free and open sharing of… [+2877 chars]"
79,business-insider,Business Insider,tmohamed@businessinsider.com (Theron Mohamed),'Big Short' investor Michael Burry cut 2 China tech bets before the DeepSeek rally — and piled into Temu's owner,"Michael Burry of ""The Big Short"" fame pared his Alibaba and JD.com bets and bought into Temu-owner PDD before DeepSeek boosted Chinese stocks.",https://www.businessinsider.com/big-short-michael-burry-deepseek-china-tech-stocks-alibaba-temu-2025-2,https://i.insider.com/64de4d18b698ac0019db6227?width=1200&format=jpeg,2025-02-18 09:44:39+00:00,"Michael Burry trimmed two of his three big wagers on Chinese technology in the quarter ending December 31, before DeepSeek's release in January sparked a massive rally in the country's stock market.… [+2733 chars]"
80,,TechSpot,Kishalaya Kundu,"Elon Musk's xAI releases Grok 3 AI model with DeepSearch, voice mode, and more","During the Grok 3 announcement livestream on X, Elon Musk claimed the new model is 10 times more powerful and ""an order of magnitude"" more capable than its predecessor. Previously, Musk had promised that Grok 3 would be ""scary smart,"" with advanced reasoning …",https://www.techspot.com/news/106818-elon-musk-xai-releases-grok-3-ai-model.html,https://www.techspot.com/images2/news/bigimage/2025/02/2025-02-18-image-11.jpg,2025-02-18 15:23:00+00:00,"TL;DR: Elon Musk's xAI has unveiled the Grok 3 AI model, claiming it outperforms competing products from OpenAI and DeepSeek. The company also announced plans to open-source Grok 2 later this year an… [+2447 chars]"
81,,Yahoo Entertainment,Ghazal Ahmed,"AppLovin Corporation (APP) Raises Price Target Amid AI Ad Growth, Structural Shifts","We recently compiled a list of the 10 High-Flying AI Stocks on News and Ratings. In this article, we are going to take a look at where AppLovin Corporation (...",https://finance.yahoo.com/news/applovin-corporation-app-raises-price-124707097.html,https://s.yimg.com/ny/api/res/1.2/KcCuSXmF4WtCc0Q8B00aRQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzM-/https://media.zenfs.com/en/insidermonkey.com/9bbb89ebaabf3d70fdba695a6a72a8ca,2025-02-18 12:47:07+00:00,"We recently compiled a list of the 10 High-Flying AI Stocks on News and Ratings. In this article, we are going to take a look at where AppLovin Corporation (NASDAQ:APP) stands against the other AI st… [+4257 chars]"
82,,International Business Times,Kang Jin-kyu,S. Korea Says DeepSeek Removed From Local App Stores Pending Privacy Review,South Korean authorities said Monday that DeepSeek would not be available from local app stores pending a review of the Chinese AI startup's handling of user data.,https://www.ibtimes.com/s-korea-says-deepseek-removed-local-app-stores-pending-privacy-review-3763983,https://d.ibtimes.com/en/full/4583109/chinese-startup-deepseeks-r1-chatbot-stunned-investors-industry-insiders-its-ability-match.jpg,2025-02-17 03:36:06+00:00,"South Korean authorities said Monday that DeepSeek would not be available from local app stores pending a review of the Chinese AI startup's handling of user data.
DeepSeek's R1 chatbot stunned inve… [+2304 chars]"
83,,International Business Times,Hieun SHIN,Chatbot Vs National Security? Why DeepSeek Is Raising Concerns,"Chinese AI chatbot DeepSeek upended the global industry and wiped billions off US tech stocks when it unveiled its R1 programme, which it claims was built on cheap, less sophisticated Nvidia semiconductors.",https://www.ibtimes.com/chatbot-vs-national-security-why-deepseek-raising-concerns-3763994,https://d.ibtimes.com/en/full/4583132/chinese-ai-chatbot-deepseek-upended-global-industry-wiped-billions-us-tech-stocks-when-it.jpg,2025-02-17 05:00:23+00:00,"Chinese AI chatbot DeepSeek upended the global industry and wiped billions off US tech stocks when it unveiled its R1 programme, which it claims was built on cheap, less sophisticated Nvidia semicond… [+4542 chars]"
84,,Forbes,"Yue Wang, Senior Contributor, 
 Yue Wang, Senior Contributor
 https://www.forbes.com/sites/ywang/",President Xi Jinping Meets China’s Top Tycoons In Rare Show Of Support,"President Xi Jinping met some of China’s most prominent tycoons, sending what analysts say is the strongest signal of support in years to companies like web giants Alibaba and Tencent.",https://www.forbes.com/sites/ywang/2025/02/17/president-xi-jinping-meets-chinas-top-tycoons-in-rare-show-of-support/,https://imageio.forbes.com/specials-images/imageserve/67b2d05aafa2beefe4042820/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2025-02-17 06:30:21+00:00,"Chinese President Xi Jinping makes a toast at the Great Hall of the People in September 2023 in this file photo.
Andy Wong-Pool/Getty Images
President Xi Jinping met some of Chinas most prominent t… [+3961 chars]"
85,,Internet,info@thehackernews.com (The Hacker News),"⚡ THN Weekly Recap: Google Secrets Stolen, Windows Hack, New Crypto Scams and More","Welcome to this week’s Cybersecurity News Recap. Discover how cyber attackers are using clever tricks like fake codes and sneaky emails to gain access to sensitive data. We cover everything from device code phishing to cloud exploits, breaking down the techni…",https://thehackernews.com/2025/02/thn-weekly-recap-google-secrets-stolen.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEheIPqDFlR1MARa8Ohqf0LnNt7wdQm-H74tVv_5ZrdXVPBqXy00825H4uQneCh9O0QNxBcE2x7J0KkH4uVC-ii-nREfWR4BWS06I5eaaY6xtpbRVearldoUQzXUmVofaocsiKWgsNORdE7P80dLluO5elKln-K69xI1NzSr-MYDQNzQZrdnHPDDIEsswS4y/s728-rw-e365/recap.png,2025-02-17 09:19:00+00:00,Welcome to this week's Cybersecurity News Recap. Discover how cyber attackers are using clever tricks like fake codes and sneaky emails to gain access to sensitive data. We cover everything from devi… [+24583 chars]
86,,Yahoo Entertainment,Brian Sozzi,What Nvidia bulls are whispering about before its big earnings report,The Street is gearing up for another big read on the AI trade with Nvidia earnings.,https://finance.yahoo.com/news/what-nvidia-bulls-are-whispering-about-before-its-big-earnings-report-120347483.html,https://s.yimg.com/ny/api/res/1.2/pYMTBRmIS34CctxzZgBGag--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2025-02/116f0cf0-ef74-11ef-be79-985f8307e4a3,2025-02-20 12:03:47+00:00,"The Street is sticking with Nvidia (NVDA) into its market-moving earnings report next week.
Despite china-based DeepSeek coming out to rock the super bullish AI thesis earlier this year, Wall Street… [+5017 chars]"
